CHINESE YUAN TO US $ (WMR) - BID SPOT,CHINESE YUAN TO US $ (WMR) - EXCHANGE RATE,CHINESE YUAN TO US $ (WMR) - SPOT OFFERED
6.3635,6.3635,6.3635
6.3597,6.3597,6.3597
6.3641,6.3641,6.3641
6.3642,6.3642,6.3642
6.3643,6.3643,6.3643
6.3619,6.3619,6.3619
6.3647,6.3647,6.3647
6.3606,6.3606,6.3606
6.3652,6.3652,6.3652
6.3706,6.3706,6.3706
6.3735,6.3735,6.3735
6.3484,6.3484,6.3484
6.3378,6.3378,6.3378
6.3472,6.3472,6.3472
6.3387,6.3387,6.3387
6.339,6.339,6.339
6.3364,6.3364,6.3364
6.3364,6.3364,6.3364
6.3226,6.3226,6.3226
6.3212,6.3212,6.3212
6.3192,6.3192,6.3192
6.294,6.294,6.294
6.294,6.294,6.294
6.294,6.294,6.294
6.2946,6.2946,6.2946
6.3017,6.3017,6.3017
6.3095,6.3095,6.3095
6.3146,6.3146,6.3146
6.315,6.315,6.315
6.3155,6.3155,6.3155
6.3178,6.3178,6.3178
6.3066,6.3066,6.3066
6.3165,6.3165,6.3165
6.315,6.315,6.315
6.312,6.312,6.312
6.3167,6.3167,6.3167
6.339,6.339,6.339
6.339,6.339,6.339
6.339,6.339,6.339
6.339,6.339,6.339
6.339,6.339,6.339
6.339,6.339,6.339
6.331,6.331,6.331
6.3085,6.3085,6.3085
6.3067,6.3067,6.3067
6.3018,6.3018,6.3018
6.3028,6.3028,6.3028
6.3121,6.3121,6.3121
6.3049,6.3049,6.3049
6.2945,6.2945,6.2945
6.2952,6.2952,6.2952
6.2986,6.2986,6.2986
6.2971,6.2971,6.2971
6.2996,6.2996,6.2996
6.3,6.3,6.3
6.3016,6.3016,6.3016
6.2991,6.2991,6.2991
6.3017,6.3017,6.3017
6.2964,6.2964,6.2964
6.296,6.296,6.296
6.2985,6.2985,6.2985
6.2978,6.2978,6.2978
6.3019,6.3019,6.3019
6.299,6.299,6.299
6.2936,6.2936,6.2936
6.3002,6.3002,6.3002
6.2982,6.2982,6.2982
6.3067,6.3067,6.3067
6.308,6.308,6.308
6.3099,6.3099,6.3099
6.3165,6.3165,6.3165
6.3107,6.3107,6.3107
6.3265,6.3265,6.3265
6.327,6.327,6.327
6.3323,6.3323,6.3323
6.33,6.33,6.33
6.3227,6.3227,6.3227
6.3233,6.3233,6.3233
6.3241,6.3241,6.3241
6.3229,6.3229,6.3229
6.2997,6.2997,6.2997
6.3078,6.3078,6.3078
6.314,6.314,6.314
6.3072,6.3072,6.3072
6.306,6.306,6.306
6.306,6.306,6.306
6.298,6.298,6.298
6.298,6.298,6.298
6.298,6.298,6.298
6.298,6.298,6.298
6.3153,6.3153,6.3153
6.3153,6.3153,6.3153
6.3085,6.3085,6.3085
6.3115,6.3115,6.3115
6.3081,6.3081,6.3081
6.3073,6.3073,6.3073
6.303,6.303,6.303
6.315,6.315,6.315
6.3015,6.3015,6.3015
6.3028,6.3028,6.3028
6.3039,6.3039,6.3039
6.3085,6.3085,6.3085
6.3088,6.3088,6.3088
6.3073,6.3073,6.3073
6.3041,6.3041,6.3041
6.306,6.306,6.306
6.3102,6.3102,6.3102
6.3102,6.3102,6.3102
6.3102,6.3102,6.3102
6.307,6.307,6.307
6.305,6.305,6.305
6.3062,6.3062,6.3062
6.3079,6.3079,6.3079
6.308,6.308,6.308
6.3097,6.3097,6.3097
6.314,6.314,6.314
6.3106,6.3106,6.3106
6.3215,6.3215,6.3215
6.3182,6.3182,6.3182
6.3222,6.3222,6.3222
6.3252,6.3252,6.3252
6.3284,6.3284,6.3284
6.3279,6.3279,6.3279
6.3231,6.3231,6.3231
6.3345,6.3345,6.3345
6.3447,6.3447,6.3447
6.3439,6.3439,6.3439
6.345,6.345,6.345
6.348,6.348,6.348
6.3577,6.3577,6.3577
6.369,6.369,6.369
6.369,6.369,6.369
6.3645,6.3645,6.3645
6.3675,6.3675,6.3675
6.3635,6.3635,6.3635
6.3635,6.3635,6.3635
6.3705,6.3705,6.3705
6.3694,6.3694,6.3694
6.3703,6.3703,6.3703
6.3691,6.3691,6.3691
6.3703,6.3703,6.3703
6.3651,6.3651,6.3651
6.357,6.357,6.357
6.3545,6.3545,6.3545
6.3599,6.3599,6.3599
6.3642,6.3642,6.3642
6.3642,6.3642,6.3642
6.3633,6.3633,6.3633
6.3629,6.3629,6.3629
6.3554,6.3554,6.3554
6.3575,6.3575,6.3575
6.3541,6.3541,6.3541
6.3488,6.3488,6.3488
6.3523,6.3523,6.3523
6.3477,6.3477,6.3477
6.3559,6.3559,6.3559
6.3644,6.3644,6.3644
6.3714,6.3714,6.3714
6.3659,6.3659,6.3659
6.3686,6.3686,6.3686
6.3733,6.3733,6.3733
6.3789,6.3789,6.3789
6.3787,6.3787,6.3787
6.3729,6.3729,6.3729
6.3702,6.3702,6.3702
6.3734,6.3734,6.3734
6.3735,6.3735,6.3735
6.3864,6.3864,6.3864
6.3858,6.3858,6.3858
6.3885,6.3885,6.3885
6.3841,6.3841,6.3841
6.3807,6.3807,6.3807
6.3794,6.3794,6.3794
6.3627,6.3627,6.3627
6.3685,6.3685,6.3685
6.3674,6.3674,6.3674
6.3727,6.3727,6.3727
6.3742,6.3742,6.3742
6.3664,6.3664,6.3664
6.3615,6.3615,6.3615
6.359,6.359,6.359
6.36,6.36,6.36
6.3616,6.3616,6.3616
6.3586,6.3586,6.3586
6.3625,6.3625,6.3625
6.3658,6.3658,6.3658
6.3585,6.3585,6.3585
6.3594,6.3594,6.3594
6.3562,6.3562,6.3562
6.3518,6.3518,6.3518
6.3535,6.3535,6.3535
6.3545,6.3545,6.3545
6.3568,6.3568,6.3568
6.353,6.353,6.353
6.3517,6.3517,6.3517
6.3496,6.3496,6.3496
6.3484,6.3484,6.3484
6.3407,6.3407,6.3407
6.3473,6.3473,6.3473
6.3492,6.3492,6.3492
6.3428,6.3428,6.3428
6.343,6.343,6.343
6.3376,6.3376,6.3376
6.3351,6.3351,6.3351
6.3264,6.3264,6.3264
6.3296,6.3296,6.3296
6.3145,6.3145,6.3145
6.3173,6.3173,6.3173
6.3189,6.3189,6.3189
6.3093,6.3093,6.3093
6.3038,6.3038,6.3038
6.3053,6.3053,6.3053
6.3093,6.3093,6.3093
6.3066,6.3066,6.3066
6.302,6.302,6.302
6.3025,6.3025,6.3025
6.2849,6.2849,6.2849
6.2849,6.2849,6.2849
6.2849,6.2849,6.2849
6.2849,6.2849,6.2849
6.2849,6.2849,6.2849
6.2849,6.2849,6.2849
6.2872,6.2872,6.2872
6.2878,6.2878,6.2878
6.2833,6.2833,6.2833
6.277,6.277,6.277
6.2672,6.2672,6.2672
6.2707,6.2707,6.2707
6.264,6.264,6.264
6.2545,6.2545,6.2545
6.2503,6.2503,6.2503
6.2538,6.2538,6.2538
6.2547,6.2547,6.2547
6.248,6.248,6.248
6.248,6.248,6.248
6.2417,6.2417,6.2417
6.2489,6.2489,6.2489
6.2436,6.2436,6.2436
6.2405,6.2405,6.2405
6.2372,6.2372,6.2372
6.2405,6.2405,6.2405
6.2415,6.2415,6.2415
6.2454,6.2454,6.2454
6.2456,6.2456,6.2456
6.2437,6.2437,6.2437
6.2429,6.2429,6.2429
6.245,6.245,6.245
6.2291,6.2291,6.2291
6.2265,6.2265,6.2265
6.2252,6.2252,6.2252
6.2334,6.2334,6.2334
6.2356,6.2356,6.2356
6.2345,6.2345,6.2345
6.2326,6.2326,6.2326
6.2302,6.2302,6.2302
6.2289,6.2289,6.2289
6.2285,6.2285,6.2285
6.2255,6.2255,6.2255
6.2223,6.2223,6.2223
6.2273,6.2273,6.2273
6.2281,6.2281,6.2281
6.2267,6.2267,6.2267
6.2279,6.2279,6.2279
6.2256,6.2256,6.2256
6.2253,6.2253,6.2253
6.2282,6.2282,6.2282
6.2301,6.2301,6.2301
6.2451,6.2451,6.2451
6.246,6.246,6.246
6.2518,6.2518,6.2518
6.2329,6.2329,6.2329
6.2415,6.2415,6.2415
6.235,6.235,6.235
6.2324,6.2324,6.2324
6.2303,6.2303,6.2303
6.2302,6.2302,6.2302
6.2286,6.2286,6.2286
6.2335,6.2335,6.2335
6.2335,6.2335,6.2335
6.2353,6.2353,6.2353
6.236,6.236,6.236
6.2335,6.2335,6.2335
6.2303,6.2303,6.2303
6.2303,6.2303,6.2303
6.2303,6.2303,6.2303
6.2303,6.2303,6.2303
6.2303,6.2303,6.2303
6.2296,6.2296,6.2296
6.2241,6.2241,6.2241
6.2262,6.2262,6.2262
6.2244,6.2244,6.2244
6.2161,6.2161,6.2161
6.2192,6.2192,6.2192
6.2136,6.2136,6.2136
6.2165,6.2165,6.2165
6.216,6.216,6.216
6.2154,6.2154,6.2154
6.2213,6.2213,6.2213
6.2198,6.2198,6.2198
6.218,6.218,6.218
6.2181,6.2181,6.2181
6.2205,6.2205,6.2205
6.2226,6.2226,6.2226
6.2243,6.2243,6.2243
6.2204,6.2204,6.2204
6.2188,6.2188,6.2188
6.227,6.227,6.227
6.2328,6.2328,6.2328
6.2294,6.2294,6.2294
6.2317,6.2317,6.2317
6.2322,6.2322,6.2322
6.2325,6.2325,6.2325
6.2325,6.2325,6.2325
6.2325,6.2325,6.2325
6.2325,6.2325,6.2325
6.2325,6.2325,6.2325
6.2325,6.2325,6.2325
6.2427,6.2427,6.2427
6.2443,6.2443,6.2443
6.2376,6.2376,6.2376
6.2405,6.2405,6.2405
6.2351,6.2351,6.2351
6.2339,6.2339,6.2339
6.2295,6.2295,6.2295
6.2273,6.2273,6.2273
6.2213,6.2213,6.2213
6.2237,6.2237,6.2237
6.2251,6.2251,6.2251
6.2209,6.2209,6.2209
6.2181,6.2181,6.2181
6.2202,6.2202,6.2202
6.2147,6.2147,6.2147
6.2181,6.2181,6.2181
6.2162,6.2162,6.2162
6.2138,6.2138,6.2138
6.2155,6.2155,6.2155
6.2135,6.2135,6.2135
6.2158,6.2158,6.2158
6.2157,6.2157,6.2157
6.2118,6.2118,6.2118
6.2143,6.2143,6.2143
6.2122,6.2122,6.2122
6.2107,6.2107,6.2107
6.211,6.211,6.211
6.214,6.214,6.214
6.2143,6.2143,6.2143
6.2143,6.2143,6.2143
6.208,6.208,6.208
6.1986,6.1986,6.1986
6.201,6.201,6.201
6.201,6.201,6.201
6.201,6.201,6.201
6.2033,6.2033,6.2033
6.2024,6.2024,6.2024
6.1939,6.1939,6.1939
6.1963,6.1963,6.1963
6.1922,6.1922,6.1922
6.1871,6.1871,6.1871
6.1831,6.1831,6.1831
6.1723,6.1723,6.1723
6.1813,6.1813,6.1813
6.1776,6.1776,6.1776
6.1826,6.1826,6.1826
6.1791,6.1791,6.1791
6.1781,6.1781,6.1781
6.1707,6.1707,6.1707
6.165,6.165,6.165
6.165,6.165,6.165
6.165,6.165,6.165
6.165,6.165,6.165
6.156,6.156,6.156
6.1556,6.1556,6.1556
6.1667,6.1667,6.1667
6.1541,6.1541,6.1541
6.141,6.141,6.141
6.1309,6.1309,6.1309
6.1417,6.1417,6.1417
6.1468,6.1468,6.1468
6.1428,6.1428,6.1428
6.1459,6.1459,6.1459
6.1492,6.1492,6.1492
6.1419,6.1419,6.1419
6.1389,6.1389,6.1389
6.1356,6.1356,6.1356
6.1311,6.1311,6.1311
6.134,6.134,6.134
6.1316,6.1316,6.1316
6.1211,6.1211,6.1211
6.1215,6.1215,6.1215
6.1267,6.1267,6.1267
6.1309,6.1309,6.1309
6.1345,6.1345,6.1345
6.1317,6.1317,6.1317
6.1286,6.1286,6.1286
6.1278,6.1278,6.1278
6.1362,6.1362,6.1362
6.1335,6.1335,6.1335
6.1335,6.1335,6.1335
6.1335,6.1335,6.1335
6.1335,6.1335,6.1335
6.1344,6.1344,6.1344
6.1308,6.1308,6.1308
6.125,6.125,6.125
6.1285,6.1285,6.1285
6.1269,6.1269,6.1269
6.1282,6.1282,6.1282
6.1329,6.1329,6.1329
6.1451,6.1451,6.1451
6.1453,6.1453,6.1453
6.147,6.147,6.147
6.149,6.149,6.149
6.1376,6.1376,6.1376
6.1327,6.1327,6.1327
6.133,6.133,6.133
6.1308,6.1308,6.1308
6.1258,6.1258,6.1258
6.1326,6.1326,6.1326
6.1337,6.1337,6.1337
6.1295,6.1295,6.1295
6.1341,6.1341,6.1341
6.1352,6.1352,6.1352
6.1375,6.1375,6.1375
6.1378,6.1378,6.1378
6.135,6.135,6.135
6.1353,6.1353,6.1353
6.1413,6.1413,6.1413
6.1379,6.1379,6.1379
6.1413,6.1413,6.1413
6.1374,6.1374,6.1374
6.136,6.136,6.136
6.1347,6.1347,6.1347
6.1316,6.1316,6.1316
6.1325,6.1325,6.1325
6.1317,6.1317,6.1317
6.1289,6.1289,6.1289
6.1305,6.1305,6.1305
6.1294,6.1294,6.1294
6.1247,6.1247,6.1247
6.1217,6.1217,6.1217
6.1192,6.1192,6.1192
6.1225,6.1225,6.1225
6.123,6.123,6.123
6.1223,6.1223,6.1223
6.1217,6.1217,6.1217
6.1196,6.1196,6.1196
6.1125,6.1125,6.1125
6.115,6.115,6.115
6.1229,6.1229,6.1229
6.1246,6.1246,6.1246
6.1234,6.1234,6.1234
6.1211,6.1211,6.1211
6.121,6.121,6.121
6.1225,6.1225,6.1225
6.1217,6.1217,6.1217
6.1202,6.1202,6.1202
6.1205,6.1205,6.1205
6.1195,6.1195,6.1195
6.1196,6.1196,6.1196
6.1206,6.1206,6.1206
6.1201,6.1201,6.1201
6.1199,6.1199,6.1199
6.1205,6.1205,6.1205
6.121,6.121,6.121
6.12,6.12,6.12
6.1185,6.1185,6.1185
6.118,6.118,6.118
6.1188,6.1188,6.1188
6.1203,6.1203,6.1203
6.1215,6.1215,6.1215
6.1212,6.1212,6.1212
6.1212,6.1212,6.1212
6.1212,6.1212,6.1212
6.121,6.121,6.121
6.121,6.121,6.121
6.12,6.12,6.12
6.1214,6.1214,6.1214
6.1202,6.1202,6.1202
6.122,6.122,6.122
6.122,6.122,6.122
6.122,6.122,6.122
6.122,6.122,6.122
6.122,6.122,6.122
6.122,6.122,6.122
6.1211,6.1211,6.1211
6.1211,6.1211,6.1211
6.1158,6.1158,6.1158
6.1206,6.1206,6.1206
6.1079,6.1079,6.1079
6.1026,6.1026,6.1026
6.0995,6.0995,6.0995
6.0982,6.0982,6.0982
6.0968,6.0968,6.0968
6.0925,6.0925,6.0925
6.0935,6.0935,6.0935
6.0835,6.0835,6.0835
6.082,6.082,6.082
6.084,6.084,6.084
6.0855,6.0855,6.0855
6.0902,6.0902,6.0902
6.0938,6.0938,6.0938
6.0945,6.0945,6.0945
6.0995,6.0995,6.0995
6.0992,6.0992,6.0992
6.0968,6.0968,6.0968
6.0927,6.0927,6.0927
6.0908,6.0908,6.0908
6.0905,6.0905,6.0905
6.0913,6.0913,6.0913
6.0919,6.0919,6.0919
6.0928,6.0928,6.0928
6.0922,6.0922,6.0922
6.0922,6.0922,6.0922
6.092,6.092,6.092
6.0927,6.0927,6.0927
6.0929,6.0929,6.0929
6.0932,6.0932,6.0932
6.0936,6.0936,6.0936
6.0926,6.0926,6.0926
6.0927,6.0927,6.0927
6.0924,6.0924,6.0924
6.0925,6.0925,6.0925
6.0932,6.0932,6.0932
6.0929,6.0929,6.0929
6.0924,6.0924,6.0924
6.0916,6.0916,6.0916
6.0913,6.0913,6.0913
6.0817,6.0817,6.0817
6.0723,6.0723,6.0723
6.071,6.071,6.071
6.0717,6.0717,6.0717
6.0711,6.0711,6.0711
6.0712,6.0712,6.0712
6.0715,6.0715,6.0715
6.071,6.071,6.071
6.0718,6.0718,6.0718
6.0713,6.0713,6.0713
6.0713,6.0713,6.0713
6.0702,6.0702,6.0702
6.0714,6.0714,6.0714
6.0714,6.0714,6.0714
6.0746,6.0746,6.0746
6.0686,6.0686,6.0686
6.0618,6.0618,6.0618
6.0539,6.0539,6.0539
6.0539,6.0539,6.0539
6.0506,6.0506,6.0506
6.0515,6.0515,6.0515
6.0526,6.0526,6.0526
6.0512,6.0512,6.0512
6.0512,6.0512,6.0512
6.055,6.055,6.055
6.0521,6.0521,6.0521
6.0434,6.0434,6.0434
6.0412,6.0412,6.0412
6.046,6.046,6.046
6.0557,6.0557,6.0557
6.0502,6.0502,6.0502
6.0527,6.0527,6.0527
6.0505,6.0505,6.0505
6.0513,6.0513,6.0513
6.0517,6.0517,6.0517
6.0488,6.0488,6.0488
6.048,6.048,6.048
6.0508,6.0508,6.0508
6.0553,6.0553,6.0553
6.06,6.06,6.06
6.06,6.06,6.06
6.06,6.06,6.06
6.06,6.06,6.06
6.06,6.06,6.06
6.06,6.06,6.06
6.0634,6.0634,6.0634
6.0593,6.0593,6.0593
6.0606,6.0606,6.0606
6.0624,6.0624,6.0624
6.0636,6.0636,6.0636
6.0668,6.0668,6.0668
6.0641,6.0641,6.0641
6.0673,6.0673,6.0673
6.0764,6.0764,6.0764
6.0834,6.0834,6.0834
6.0914,6.0914,6.0914
6.0984,6.0984,6.0984
6.1266,6.1266,6.1266
6.1248,6.1248,6.1248
6.1284,6.1284,6.1284
6.145,6.145,6.145
6.1462,6.1462,6.1462
6.143,6.143,6.143
6.1282,6.1282,6.1282
6.1185,6.1185,6.1185
6.126,6.126,6.126
6.1385,6.1385,6.1385
6.1402,6.1402,6.1402
6.145,6.145,6.145
6.1361,6.1361,6.1361
6.1502,6.1502,6.1502
6.1781,6.1781,6.1781
6.192,6.192,6.192
6.1965,6.1965,6.1965
6.2275,6.2275,6.2275
6.225,6.225,6.225
6.1888,6.1888,6.1888
6.2024,6.2024,6.2024
6.2094,6.2094,6.2094
6.213,6.213,6.213
6.2122,6.2122,6.2122
6.218,6.218,6.218
6.2069,6.2069,6.2069
6.2056,6.2056,6.2056
6.2107,6.2107,6.2107
6.2123,6.2123,6.2123
6.2123,6.2123,6.2123
6.1968,6.1968,6.1968
6.2005,6.2005,6.2005
6.2125,6.2125,6.2125
6.2113,6.2113,6.2113
6.2191,6.2191,6.2191
6.222,6.222,6.222
6.2214,6.2214,6.2214
6.219,6.219,6.219
6.219,6.219,6.219
6.2274,6.2274,6.2274
6.2375,6.2375,6.2375
6.2376,6.2376,6.2376
6.2489,6.2489,6.2489
6.2536,6.2536,6.2536
6.253,6.253,6.253
6.258,6.258,6.258
6.2593,6.2593,6.2593
6.2593,6.2593,6.2593
6.2593,6.2593,6.2593
6.2455,6.2455,6.2455
6.2257,6.2257,6.2257
6.2343,6.2343,6.2343
6.228,6.228,6.228
6.228,6.228,6.228
6.2375,6.2375,6.2375
6.2291,6.2291,6.2291
6.2289,6.2289,6.2289
6.2306,6.2306,6.2306
6.2334,6.2334,6.2334
6.2374,6.2374,6.2374
6.2384,6.2384,6.2384
6.2337,6.2337,6.2337
6.235,6.235,6.235
6.2365,6.2365,6.2365
6.2392,6.2392,6.2392
6.2486,6.2486,6.2486
6.2556,6.2556,6.2556
6.2399,6.2399,6.2399
6.2473,6.2473,6.2473
6.2473,6.2473,6.2473
6.2541,6.2541,6.2541
6.2504,6.2504,6.2504
6.2548,6.2548,6.2548
6.2502,6.2502,6.2502
6.2404,6.2404,6.2404
6.225,6.225,6.225
6.2279,6.2279,6.2279
6.2185,6.2185,6.2185
6.2107,6.2107,6.2107
6.225,6.225,6.225
6.2269,6.2269,6.2269
6.2314,6.2314,6.2314
6.2296,6.2296,6.2296
6.226,6.226,6.226
6.2266,6.2266,6.2266
6.2315,6.2315,6.2315
6.2344,6.2344,6.2344
6.2251,6.2251,6.2251
6.2181,6.2181,6.2181
6.205,6.205,6.205
6.2016,6.2016,6.2016
6.2106,6.2106,6.2106
6.2129,6.2129,6.2129
6.2043,6.2043,6.2043
6.204,6.204,6.204
6.2022,6.2022,6.2022
6.1999,6.1999,6.1999
6.2028,6.2028,6.2028
6.2037,6.2037,6.2037
6.2059,6.2059,6.2059
6.208,6.208,6.208
6.2047,6.2047,6.2047
6.2045,6.2045,6.2045
6.208,6.208,6.208
6.2089,6.2089,6.2089
6.2037,6.2037,6.2037
6.1983,6.1983,6.1983
6.1949,6.1949,6.1949
6.1915,6.1915,6.1915
6.1863,6.1863,6.1863
6.1815,6.1815,6.1815
6.1717,6.1717,6.1717
6.1747,6.1747,6.1747
6.1798,6.1798,6.1798
6.1785,6.1785,6.1785
6.1708,6.1708,6.1708
6.1633,6.1633,6.1633
6.1619,6.1619,6.1619
6.1567,6.1567,6.1567
6.1536,6.1536,6.1536
6.1583,6.1583,6.1583
6.1544,6.1544,6.1544
6.1531,6.1531,6.1531
6.147,6.147,6.147
6.1437,6.1437,6.1437
6.1418,6.1418,6.1418
6.1413,6.1413,6.1413
6.1514,6.1514,6.1514
6.1529,6.1529,6.1529
6.155,6.155,6.155
6.1523,6.1523,6.1523
6.1432,6.1432,6.1432
6.1446,6.1446,6.1446
6.1432,6.1432,6.1432
6.1428,6.1428,6.1428
6.1488,6.1488,6.1488
6.1411,6.1411,6.1411
6.1386,6.1386,6.1386
6.1412,6.1412,6.1412
6.1412,6.1412,6.1412
6.137,6.137,6.137
6.1299,6.1299,6.1299
6.13,6.13,6.13
6.1346,6.1346,6.1346
6.142,6.142,6.142
6.1462,6.1462,6.1462
6.1401,6.1401,6.1401
6.1406,6.1406,6.1406
6.1405,6.1405,6.1405
6.1404,6.1404,6.1404
6.1378,6.1378,6.1378
6.1346,6.1346,6.1346
6.1363,6.1363,6.1363
6.127,6.127,6.127
6.1501,6.1501,6.1501
6.1395,6.1395,6.1395
6.1395,6.1395,6.1395
6.1395,6.1395,6.1395
6.1395,6.1395,6.1395
6.1395,6.1395,6.1395
6.1395,6.1395,6.1395
6.139,6.139,6.139
6.1305,6.1305,6.1305
6.1309,6.1309,6.1309
6.1259,6.1259,6.1259
6.1247,6.1247,6.1247
6.1259,6.1259,6.1259
6.1231,6.1231,6.1231
6.124,6.124,6.124
6.1229,6.1229,6.1229
6.1212,6.1212,6.1212
6.1185,6.1185,6.1185
6.1195,6.1195,6.1195
6.1172,6.1172,6.1172
6.1167,6.1167,6.1167
6.1133,6.1133,6.1133
6.1112,6.1112,6.1112
6.1159,6.1159,6.1159
6.1135,6.1135,6.1135
6.1183,6.1183,6.1183
6.1152,6.1152,6.1152
6.1146,6.1146,6.1146
6.1123,6.1123,6.1123
6.1229,6.1229,6.1229
6.1196,6.1196,6.1196
6.1252,6.1252,6.1252
6.1262,6.1262,6.1262
6.1248,6.1248,6.1248
6.1307,6.1307,6.1307
6.1241,6.1241,6.1241
6.1213,6.1213,6.1213
6.1198,6.1198,6.1198
6.1245,6.1245,6.1245
6.1249,6.1249,6.1249
6.1417,6.1417,6.1417
6.1365,6.1365,6.1365
6.1389,6.1389,6.1389
6.1392,6.1392,6.1392
6.145,6.145,6.145
6.152,6.152,6.152
6.1503,6.1503,6.1503
6.15,6.15,6.15
6.1546,6.1546,6.1546
6.1502,6.1502,6.1502
6.1727,6.1727,6.1727
6.1855,6.1855,6.1855
6.1768,6.1768,6.1768
6.1886,6.1886,6.1886
6.1869,6.1869,6.1869
6.1912,6.1912,6.1912
6.1903,6.1903,6.1903
6.1975,6.1975,6.1975
6.2163,6.2163,6.2163
6.2202,6.2202,6.2202
6.2216,6.2216,6.2216
6.226,6.226,6.226
6.2163,6.2163,6.2163
6.2163,6.2163,6.2163
6.2129,6.2129,6.2129
6.2218,6.2218,6.2218
6.202,6.202,6.202
6.204,6.204,6.204
6.204,6.204,6.204
6.204,6.204,6.204
6.22,6.22,6.22
6.213,6.213,6.213
6.2125,6.2125,6.2125
6.2145,6.2145,6.2145
6.2086,6.2086,6.2086
6.2036,6.2036,6.2036
6.1983,6.1983,6.1983
6.1957,6.1957,6.1957
6.1881,6.1881,6.1881
6.2066,6.2066,6.2066
6.2203,6.2203,6.2203
6.2142,6.2142,6.2142
6.2115,6.2115,6.2115
6.2095,6.2095,6.2095
6.2288,6.2288,6.2288
6.2542,6.2542,6.2542
6.2435,6.2435,6.2435
6.248,6.248,6.248
6.2469,6.2469,6.2469
6.251,6.251,6.251
6.2597,6.2597,6.2597
6.2581,6.2581,6.2581
6.2477,6.2477,6.2477
6.2521,6.2521,6.2521
6.2447,6.2447,6.2447
6.2472,6.2472,6.2472
6.2416,6.2416,6.2416
6.2427,6.2427,6.2427
6.2454,6.2454,6.2454
6.2405,6.2405,6.2405
6.2485,6.2485,6.2485
6.2551,6.2551,6.2551
6.2551,6.2551,6.2551
6.2551,6.2551,6.2551
6.2551,6.2551,6.2551
6.2551,6.2551,6.2551
6.2551,6.2551,6.2551
6.2598,6.2598,6.2598
6.2589,6.2589,6.2589
6.2696,6.2696,6.2696
6.273,6.273,6.273
6.2743,6.2743,6.2743
6.2709,6.2709,6.2709
6.2662,6.2662,6.2662
6.2629,6.2629,6.2629
6.2644,6.2644,6.2644
6.262,6.262,6.262
6.2623,6.2623,6.2623
6.2624,6.2624,6.2624
6.2595,6.2595,6.2595
6.2624,6.2624,6.2624
6.2499,6.2499,6.2499
6.2294,6.2294,6.2294
6.1961,6.1961,6.1961
6.2062,6.2062,6.2062
6.216,6.216,6.216
6.2053,6.2053,6.2053
6.2125,6.2125,6.2125
